user_id,edit_count,gender,admin_ascention,admin,eigen_central,eigen_central_bin,community,coord_given_all,coord_received_all,coord_given_ingroup,coord_received_ingroup,post_count,italics_freq,bold_freq,link_freq,function_words_freq,avg_length_tokens
Meeples,3944,unknown,,False,7.31151296811196e-05,False,4,0.01875,-0.0333333333333,,,8,,,,26.375,3.75
Steinsky,22013,unknown,2006-01-31 00:00:00,True,3.2518613464116836e-05,False,6,0.0300595238095,-0.000992063492063,,,10,,,,15.1,2.1
SteelersFan UK06,4895,male,,False,2.4627172191918793e-06,False,9,nan,0.0,,,1,,,,13.0,4.0
Zarbat,114,unknown,,False,0.0003988057944865338,False,17,nan,0.0,,,3,1.0,,,27.0,4.0
Dondegroovily,9279,male,,False,2.6197777864339295e-06,False,19,nan,-0.0833333333333,,,7,,,,20.0,2.7142857142857144
THB,14317,unknown,,False,1.083726894598348e-06,False,4,nan,0.0,,,1,,,,1.0,2.0
TexasDex,1597,male,,False,3.517378328345514e-06,False,19,nan,0.0,,,1,1.0,,,59.0,6.0
Oz in Black,11,unknown,,False,5.717104868819167e-07,False,20,nan,0.0,,,2,,,,109.5,5.5
Bryananderson,1,unknown,,False,8.953846195502182e-06,False,21,nan,nan,,,1,,,,,0.0
Reswobslc,3364,unknown,,False,2.5966061329143205e-05,False,9,-0.0416666666667,0.0,,,6,,,,61.833333333333336,4.333333333333333
Likebox,6376,unknown,,False,2.714857384684482e-06,False,22,0.0,-0.0208333333333,,,19,0.21052631578947367,,,24.63157894736842,3.473684210526316
STyx,217,male,,False,4.03583103675783e-06,False,9,nan,0.0,,,1,,,,7.0,1.0
GreenGuy2013,22,unknown,,False,7.240579429455906e-07,False,23,nan,0.0,,,1,,,,10.0,2.0
Moocowsrule,3823,unknown,,False,,,,-0.0625,-0.0625,,,3,1.0,,,15.666666666666666,1.6666666666666667
DragonHawk,8444,male,,False,8.894527524678117e-05,False,2,-0.0714285714286,-0.0166666666667,,,6,0.16666666666666666,,,22.5,4.5
OnwardsCS,17,unknown,,False,,,,0.0,0.0,,,2,,,,3.5,1.0
Hamstersanonymous,301,unknown,,False,7.554105467095915e-06,False,24,0.0,-0.25,,,6,,,,15.166666666666666,3.0
HailFire,10642,unknown,,False,3.5959566802175235e-05,False,22,0.0104166666667,-0.0636904761905,,,11,0.18181818181818182,,,20.818181818181817,4.636363636363637
MatthewVanitas,39791,unknown,,False,0.0002739881829931329,False,0,0.0109750343741,0.0118823512919,,,82,0.2926829268292683,,,47.76829268292683,3.841463414634146
JLG 2701,966,unknown,,False,0.0001640512412508593,False,20,-0.00369375314228,-0.00482824708831,,,31,0.12903225806451613,,,29.161290322580644,4.032258064516129
Light current,30368,unknown,,False,5.075855537122667e-05,False,25,-0.00651605339105,0.0434523809524,,,17,,,,6.176470588235294,1.7647058823529411
Tikiwont,29348,unknown,2007-10-22 00:00:00,True,0.00012941032580138966,False,6,0.0310041969525,0.0147537162718,,,47,0.02127659574468085,,,27.851063829787233,3.5319148936170213
TinyMark,3566,unknown,,False,1.5343997539305687e-05,False,8,nan,0.0,,,1,,,,54.0,8.0
Anselmocisneros,242,unknown,,False,,,,nan,nan,,,1,,,,1.0,2.0
SeanNovack,2513,male,,False,5.079378889100418e-05,False,15,0.142857142857,0.146428571429,,,9,,,,24.0,2.7777777777777777
PStrait,1019,unknown,,False,2.550828036679995e-06,False,26,-0.0833333333333,0.03125,,,6,0.16666666666666666,,,23.0,2.5
EunSoo,620,unknown,,False,1.305754941156516e-06,False,28,-0.0104166666667,-0.0125,,,6,0.16666666666666666,,,40.0,5.333333333333333
*ShortNotice*,3,unknown,,False,4.199831116135012e-05,False,22,0.0,0.0,,,2,,,,0.5,1.5
Jonkerz,24334,unknown,,False,5.00695800504273e-05,False,32,-0.00595238095238,-1.58603289232e-17,,,11,,,,15.818181818181818,2.1818181818181817
Edwardian,0,unknown,,False,4.418531527573125e-05,False,28,-0.0208333333333,0.0714285714286,,,5,,,,16.4,3.4
Helmoony,3311,male,,False,4.1707071815844144e-05,False,12,0.0,0.0416666666667,,,3,,,,34.0,7.333333333333333
HowardGees,4,unknown,,False,1.267418951055251e-05,False,29,nan,nan,,,1,,,,,1.0
Shmaltz,775,unknown,,False,5.436671023633796e-06,False,22,0.0625,0.0,,,3,,,,15.0,2.0
Ch Th Jo,1823,unknown,,False,7.1265825384725425e-09,False,9,nan,0.0,,,1,,,,9.0,3.0
Hawthorn,464,unknown,,False,1.96490064268329e-07,False,2,nan,nan,,,1,,,,,1.0
Cuñado,1534,unknown,,False,1.412713809532218e-06,False,30,0.0,0.0625,,,9,,,,30.444444444444443,4.444444444444445
Gnangarra,20215,unknown,2006-11-26 00:00:00,True,0.00866878951389021,True,17,0.0309423810449,0.0325530934988,,,119,0.08403361344537816,,0.008403361344537815,19.58823529411765,1.7394957983193278
William.fox.wiki,67,male,,False,2.7471810204929876e-07,False,20,nan,0.0,,,1,,,,174.0,13.0
M.R.Forrester,890,unknown,,False,0.0001217110136170233,False,31,nan,0.0625,,,2,0.5,,,39.0,4.5
Idlewild101,59,unknown,,False,5.2346582387380295e-06,False,32,nan,nan,,,1,,,,,0.0
Spencer,25040,male,2008-10-08 00:00:00,True,7.130975242661016e-05,False,33,-0.027677224736,0.0257018716578,,,37,0.02702702702702703,,,7.783783783783784,2.135135135135135
CephasE,344,unknown,,False,,,,0.0,0.0,,,2,,,,11.0,3.0
Gamweb,5189,unknown,,False,0.00010886927930155833,False,32,0.0,-0.0105082417582,,,15,0.2,,,32.2,4.0
Youngidealist,120,unknown,,False,,,,-0.125,-0.125,,,3,0.3333333333333333,,,57.0,4.666666666666667
Cefaro,758,unknown,,False,6.618399952466071e-07,False,13,-0.142857142857,-0.190476190476,,,4,,,,8.0,1.75
Chasewc91,4661,male,,False,5.162733124450982e-05,False,10,0.0833333333333,0.075,,,7,0.8571428571428571,,,23.0,4.571428571428571
Sunfox1,38,male,,False,3.900587124909407e-06,False,21,nan,0.0,,,1,,,,16.0,1.0
AR Argon,471,unknown,,False,5.589790177039138e-07,False,13,0.0,0.0,,,5,0.4,,,27.6,3.2
Joe Beaudoin Jr.,6738,unknown,2005-12-21 00:00:00,True,4.532755736028352e-05,False,42,0.0,0.0208333333333,0.0,0.0208333333333,7,0.14285714285714285,,,23.714285714285715,4.142857142857143
SaturnYoshi,3234,unknown,,False,,,,0.0,-0.0833333333333,,,5,0.8,,,32.4,5.0
GentlemanGhost,21219,unknown,,False,0.00015102078972217334,False,0,0.0788898797505,0.112722969969,,,40,0.1,,,16.4,3.525
Asterysk,357,unknown,,False,1.2215893650058748e-07,False,39,0.0208333333333,-0.0416666666667,,,5,,,,42.8,6.4
The.aviation.expert,1029,male,,False,1.568927659375783e-05,False,0,nan,0.0625,,,2,0.5,,,40.0,3.5
De Administrando Imperio,15522,unknown,,False,,,,0.0,0.0,,,2,,,,7.0,2.5
Temers,185,unknown,,False,,,,0.0,0.0,,,2,,,,13.0,2.5
Wikitrevor,1250,unknown,,False,2.5322430508272744e-05,False,21,nan,nan,,,3,,,,,1.0
Struway2,32803,unknown,,False,6.947418613408134e-05,False,3,0.0260876214559,-0.00454837304624,,,137,0.17518248175182483,,0.014598540145985401,26.233576642335766,3.510948905109489
Lear's Fool (Mobile),43,unknown,,False,0.0016397183694559665,False,17,0.0,nan,,,4,1.0,1.0,,3.75,1.0
Cbrick77,218,male,,False,8.44840319297808e-06,False,10,nan,0.0,,,1,,,,68.0,6.0
Wistula,715,unknown,,False,0.0033467510447039756,False,41,0.0416666666667,0.0,,,6,0.3333333333333333,,,30.0,4.5
Skinsmoke,23938,male,,False,0.001490116808810611,False,1,0.0365826563769,0.0718716399978,,,111,0.27927927927927926,,0.009009009009009009,31.045045045045047,3.324324324324324
Jaksmata,5273,unknown,,False,3.22083701672531e-06,False,31,nan,0.0,,,1,,,,6.0,1.0
Modify,1831,unknown,,False,6.711170435600382e-05,False,32,0.0,0.0,,,2,,,,24.5,2.5
Karljoos,8141,male,,False,7.5747840256715665e-06,False,34,0.0660714285714,0.0612244897959,,,14,0.07142857142857142,,,12.642857142857142,2.2142857142857144
Cestor,60,unknown,,False,9.851361955320627e-07,False,35,nan,nan,,,1,,,,,0.0
Dbrisinda,489,unknown,,False,,,,nan,nan,,,2,,,,50.0,6.0
Dalahäst,2603,male,,False,1.0351217726021648e-05,False,21,nan,0.0,,,1,,,,18.0,2.0
Buffadren,856,unknown,,False,3.9190263740215525e-07,False,36,nan,0.0,,,1,,,,18.0,2.0
Tesscass,17407,female,,False,2.1107580018450668e-05,False,32,0.0833333333333,0.0,,,3,,,,15.333333333333334,3.6666666666666665
JohnBlackburne,11348,male,,False,5.689667590794546e-05,False,2,0.010529003268,0.015376984127,,,21,0.19047619047619047,,,33.142857142857146,3.2857142857142856
MarkThomas,3792,unknown,,False,7.787257013157415e-06,False,3,0.0,-0.0625,,,11,,,,32.36363636363637,3.727272727272727
JJay,8363,unknown,,False,1.5109215474278815e-05,False,9,0.0,0.0,,,4,,,,17.75,4.25
Somerset219,1229,unknown,,False,2.3810296285773105e-08,False,36,0.0,0.0,,,4,0.25,,,26.0,4.25
Sluzzelin,18832,unknown,,False,0.0001766838142049725,False,25,0.0252289377289,0.007827089169,,,33,0.24242424242424243,,,27.09090909090909,4.787878787878788
Anthonyhcole,12634,male,,False,0.0007977493813368196,False,28,0.00114450456551,0.0455983862511,,,121,0.04132231404958678,0.008264462809917356,0.01652892561983471,15.454545454545455,3.239669421487603
Arienh4,1,unknown,,False,4.105650317252892e-09,False,6,0.0,0.0,,,2,,,,38.0,5.0
PeterPartyOn,358,unknown,,False,,,,nan,nan,,,1,,,,13.0,2.0
Ed!,18658,unknown,,False,0.0003728143292254131,False,12,0.0231745300001,0.0681006493506,,,49,,,,13.918367346938776,3.2448979591836733
Danntm,2996,unknown,,False,,,,nan,nan,,,,,,,,
Agathman,2845,male,,False,0.0010296051846277327,False,22,nan,0.0,,,2,,,,27.0,1.0
Simon Shek,547,unknown,,False,,,,nan,nan,,,1,,,,33.0,5.0
Theleftorium,34685,unknown,2010-06-27 00:00:00,True,0.006677479711130568,False,11,0.0376865784733,0.0627532408306,,,402,0.5248756218905473,,,11.783582089552239,2.783582089552239
Zeale32Fan,2,unknown,,False,8.99430499609598e-08,False,39,nan,nan,,,1,,,,,0.0
Mtndrums,5194,unknown,,False,1.4311531553076415e-06,False,0,0.0416666666667,-0.00446428571429,,,9,,,,38.77777777777778,3.3333333333333335
WikiMan53,1868,unknown,,False,3.399189078936165e-05,False,9,0.125,0.190476190476,,,6,0.16666666666666666,,,14.666666666666666,4.0
Roadnottaken,974,unknown,,False,1.577291626347219e-05,False,28,0.0,-0.0208333333333,,,3,,,,65.66666666666667,6.666666666666667
Autoandragogist,30,unknown,,False,2.785383112668852e-07,False,37,nan,nan,,,1,,,,,0.0
GregorB,116440,male,,False,0.00042188926942240474,False,38,-0.0348978227655,-0.026366497686,,,36,0.25,,,20.22222222222222,2.6944444444444446
Tapered,1089,unknown,,False,1.0256447240130967e-05,False,14,0.0149801587302,0.00238095238095,,,14,0.07142857142857142,,,12.357142857142858,2.7857142857142856
Pyl,2588,unknown,,False,1.740501696732519e-05,False,9,1.38777878078e-17,0.0625,,,7,,,,16.857142857142858,2.5714285714285716
Daniel.Bryant,4,unknown,,False,0.0008826191701874711,False,9,0.0936228878042,0.0606966437559,,,59,0.11864406779661017,,,13.491525423728813,2.542372881355932
Bsmntbombdood,233,unknown,,False,2.624814643017008e-05,False,41,nan,-0.416666666667,,,2,,,,6.0,2.0
TheKoG,3057,unknown,,False,2.1347390896840491e-07,False,9,0.0,nan,,,1,,,,5.0,3.0
Melly42,14426,female,,False,9.884963446422862e-06,False,19,0.0416666666667,0.0,,,14,,,,11.285714285714286,2.5714285714285716
Deaþe gecweald,1445,male,,False,,,,nan,nan,,,2,,,,6.0,1.0
ScaldingHotSoup,2245,unknown,,False,7.439249190436227e-06,False,9,nan,0.0,,,1,,,,2.0,2.0
Willde1,0,unknown,,False,2.512925233848055e-07,False,39,nan,0.0,,,2,0.5,,,53.0,4.0
Wolcott,3682,unknown,,False,,,,nan,nan,,,1,,,,33.0,3.0
Mcintireallen,658,male,,False,1.3958395381760023e-06,False,9,0.0,0.0,,,4,,,,5.0,1.0
Iandres,65,unknown,,False,3.6743553398442642e-06,False,31,nan,-0.0625,,,3,,,,15.0,3.3333333333333335
Kohlasz,468,unknown,,False,,,,nan,nan,,,1,,,,1.0,1.0
Pustelnik,20374,unknown,,False,5.383959145191193e-05,False,3,nan,0.00555555555556,,,6,,,,13.333333333333334,2.8333333333333335
BorgHunter,6357,male,2005-12-21 00:00:00,True,0.0012906211354385489,False,28,0.0127441988095,0.047550617871,,,45,0.15555555555555556,,,30.11111111111111,4.311111111111111
Zaphod Beeblebrox,1746,unknown,,False,2.9216745641582247e-05,False,2,nan,0.0416666666667,,,3,,,,30.0,2.3333333333333335
Elf,19045,unknown,2004-06-12 00:00:00,True,0.00010527654880711923,False,17,0.0779584450637,-0.0833333333333,,,25,,,,19.88,2.36
Noclip,1158,unknown,,False,2.108263477461288e-06,False,13,0.0,0.0,,,2,,,,9.0,2.0
Bendono,12320,unknown,,False,3.0349617690961253e-05,False,29,0.021875,0.0760416666667,,,21,0.14285714285714285,,,22.0,4.238095238095238
Sugaar,4315,unknown,,False,5.268900094159895e-07,False,2,-0.0104166666667,0.0333333333333,,,9,0.1111111111111111,,,26.666666666666668,3.3333333333333335
Rain,1,unknown,,False,4.4961705211286454e-05,False,37,0.0108901515152,-0.00549450549451,,,16,,,,49.6875,6.375
Avocado,3729,unknown,,False,1.438363490856383e-05,False,20,0.0,nan,,,1,,,,10.0,2.0
Riffsyphon1024,4420,unknown,,False,2.632048561637754e-07,False,6,0.0,-0.0833333333333,,,6,0.3333333333333333,,,16.5,3.1666666666666665
JG55,43,unknown,,False,6.483827517872478e-06,False,13,0.0,0.0,,,1,,,,3.0,1.0
Efmcleanckm,150,unknown,,False,7.056929434046184e-07,False,8,nan,nan,,,2,,,,,0.0
Gauge,2181,unknown,,False,2.870393424903673e-06,False,2,nan,nan,,,1,,,,,2.0
Pingu,373,male,,False,6.613577560274407e-05,False,12,nan,0.1875,,,2,,,,26.5,4.0
Juicestain,70,unknown,,False,4.891008383146229e-06,False,39,nan,nan,,,1,,,,,0.0
Utad3,80,unknown,,False,,,,-0.0625,-0.0625,,,3,,,,22.0,3.6666666666666665
Macousticboy,14,unknown,,False,1.2246331687748307e-06,False,0,nan,0.0,,,1,,,,16.0,4.0
Sodacan,8844,male,,False,9.285088672367045e-06,False,6,-0.00372023809524,-0.0276785714286,,,18,,,,29.0,3.1666666666666665
Parmesan,428,unknown,,False,4.380111692734691e-05,False,0,nan,-0.0714285714286,,,2,,,,17.0,2.5
1deano1,29,unknown,,False,1.3216182502669375e-05,False,12,0.0,0.0,,,2,,,,33.5,2.0
Josette,3657,female,,False,4.139203285379411e-06,False,0,-0.2,-0.0714285714286,,,3,,,,10.333333333333334,3.0
TwilligToves,4468,male,,False,0.00013799222465154536,False,21,nan,0.0,,,1,,,,16.0,4.0
Bonzon,104,unknown,,False,1.7776673137885437e-06,False,27,nan,nan,,,1,,,,,0.0
Necrojesta,1207,male,,False,2.3676512956106484e-07,False,16,0.0,nan,,,1,,,,13.0,2.0
Voceditenore,45449,unknown,,False,0.00034785299600469127,False,25,0.021487873504,0.0213629628411,,,69,0.18840579710144928,,,30.028985507246375,4.9855072463768115
Goliathus,167,unknown,,False,,,,nan,nan,,,1,,,,5.0,4.0
Mykolabferrari,1,unknown,,False,2.8295242790623424e-07,False,13,nan,nan,,,1,,,,,1.0
Steve913,142,unknown,,False,6.149771847994476e-07,False,5,nan,0.0,,,2,,,,19.0,4.0
Skyring,8022,unknown,,False,0.007751664965321823,True,17,-0.00647321428571,0.0399038461538,,,23,,,0.043478260869565216,16.26086956521739,3.3043478260869565
Badger Drink,3868,unknown,,False,1.5516130854241396e-10,False,9,0.0,0.0416666666667,,,9,0.3333333333333333,,,33.22222222222222,3.5555555555555554
Kingvashy,31,male,,False,,,,nan,nan,,,1,,,,12.0,3.0
Milkbreath,4640,unknown,,False,4.385844640249066e-06,False,32,-0.0238095238095,1.38777878078e-17,,,6,,,,17.833333333333332,3.1666666666666665
Werdan7,4464,unknown,,False,1.9827403860192136e-09,False,36,0.0,nan,,,1,,,,4.0,1.0
LearnAnatomy,196,unknown,,False,1.1857354252258394e-05,False,28,nan,0.0,,,1,,,,24.0,5.0
SteveBish,175,unknown,,False,4.537163473941178e-06,False,9,nan,0.0,,,1,,,,17.0,4.0
CesarB,14131,male,2005-06-02 00:00:00,True,0.0005698904851208481,False,22,-0.0589476495726,-0.125,,,16,0.0625,,,19.1875,2.5625
Opbeith,4821,unknown,,False,5.0236290294509844e-05,False,35,0.0531001984127,0.0338933512308,,,43,,,,34.41860465116279,3.1627906976744184
Natalie Erin,23744,unknown,2007-03-14 00:00:00,True,0.0010379207570588315,False,13,0.00332764796438,0.0618025335929,,,54,0.037037037037037035,,,19.37037037037037,2.6666666666666665
Wayne Slam,50229,male,,False,0.00013210492989445332,False,40,0.0240800865801,-0.00470226045884,,,25,,,,8.0,1.68
Zenman,434,male,,False,3.895470757052489e-07,False,26,nan,0.0,,,1,,,,9.0,2.0
Liberation3,13,unknown,,False,,,,nan,nan,,,1,,,,11.0,2.0
PennySpender1983,1506,unknown,,False,1.2329472294616692e-05,False,9,0.0,0.0,,,2,1.0,,,25.0,4.0
Dtbohrer,0,unknown,,False,2.0458993502556936e-05,False,20,0.0,0.0,,,3,,,,19.0,3.6666666666666665
Phaunt,1,unknown,,False,2.3537684534848675e-06,False,9,0.0,nan,,,4,0.25,,,35.0,2.5
Autoplay91,112,unknown,,False,5.228278440459352e-06,False,35,0.0208333333333,0.0714285714286,,,7,,,,60.142857142857146,6.142857142857143
Wiggy!,14030,unknown,,False,0.00013748630702895118,False,18,0.0313185432758,0.028354730505,,,169,0.029585798816568046,,,25.047337278106507,3.6153846153846154
Gnorthup,729,unknown,,False,5.409356733303395e-06,False,17,0.0,nan,,,2,,,,19.0,2.5
P4k,12156,unknown,,False,3.5702529680675234e-06,False,20,0.0714285714286,-0.047619047619,,,4,,,,8.75,1.75
James Sullivan,182,unknown,,False,1.055993883071324e-05,False,2,nan,nan,,,2,,,,41.0,5.5
Ddonald99,57,unknown,,False,1.1387193829314336e-06,False,9,nan,0.0,,,1,,,,21.0,4.0
Lsi john,6362,unknown,,False,0.0010872697790424725,False,22,0.251239878543,0.120486111111,,,37,,,,15.324324324324325,2.4864864864864864
Graeme Bartlett,43804,male,2009-05-02 00:00:00,True,0.0005602295718938573,False,20,0.000457875457875,-0.024822426717,,,35,,,,17.057142857142857,2.257142857142857
James470,926,male,,False,2.5252336505974058e-05,False,25,0.0416666666667,-0.160416666667,,,10,0.1,,,21.0,2.9
Zen-master,5220,unknown,,False,,,,nan,nan,,,1,,,,33.0,6.0
Mikeeilbacher,315,unknown,,False,2.342151507782423e-06,False,39,0.0,nan,,,2,,,,26.0,2.5
Miracle Pen,13715,unknown,,False,0.006370679580993654,False,17,nan,0.0416666666667,,,9,,,,10.0,2.0
Jenolen,1226,unknown,,False,2.8731503065795082e-05,False,32,0.00833333333333,-0.0458333333333,,,7,0.5714285714285714,,,36.42857142857143,4.857142857142857
Jeffpw,9574,unknown,,False,0.001409994488445805,False,13,0.0268631928677,0.0217393278693,,,75,0.08,,0.013333333333333334,26.88,3.7333333333333334
TheHoosierState89,19271,male,,False,5.492151074822387e-05,False,11,-0.0159226190476,-0.0104797979798,,,13,0.07692307692307693,,,25.76923076923077,4.769230769230769
Luxit,6,unknown,,False,8.115582869343108e-07,False,25,nan,0.0,,,1,,,,22.0,3.0
GoOdCoNtEnT,1487,unknown,,False,3.1203301569027574e-08,False,35,0.1,0.152083333333,,,8,,,,12.125,2.875
Evervans,11,unknown,,False,,,,nan,nan,,,1,,,,35.0,2.0
Gryffindor,28512,unknown,2006-04-02 00:00:00,True,0.00033882746582901456,False,36,-0.00136754263109,0.0259898751167,,,45,,,,26.91111111111111,3.6666666666666665
Fairryprincess,19,female,,False,2.221832988911796e-08,False,16,nan,nan,,,1,,,,,1.0
A Softer Answer,7167,unknown,,False,0.00011742174015574919,False,13,-0.238095238095,0.0208333333333,,,7,,,,15.142857142857142,3.4285714285714284
ChrisLoosley,630,male,,False,4.2017816394827556e-06,False,41,0.0,0.0,,,4,,,,63.5,7.5
PMG,4073,male,,False,1.9975831225362915e-05,False,6,-0.0419552669553,0.00965354090354,,,28,0.17857142857142858,,,12.392857142857142,2.357142857142857
Stangbat,152,unknown,,False,4.36474719046611e-06,False,9,0.0,nan,,,1,,,,30.0,3.0
IanManka,13143,male,2006-06-16 00:00:00,True,3.28915622531388e-05,False,39,0.0402952301322,0.0158904129285,,,51,0.1568627450980392,,0.0196078431372549,19.470588235294116,3.2941176470588234
BRUTE,5126,unknown,,False,4.169749770190939e-06,False,41,nan,0.0,,,1,,,,13.0,3.0
W1k13rh3nry,786,unknown,,False,4.0367920637147255e-05,False,9,-0.0625,-0.00520833333333,,,12,0.08333333333333333,,,21.916666666666668,2.5
Viewfinder,8958,unknown,,False,0.00012210773439303774,False,3,0.0244259635085,0.0228754905927,,,109,0.009174311926605505,,,26.513761467889907,3.1743119266055047
Luthinya,281,female,,False,3.51966803972205e-07,False,25,nan,nan,,,1,,,,,0.0
Casimirpo,174,unknown,,False,4.4295909582986196e-05,False,21,0.0,0.0,,,2,0.5,,,20.0,4.5
LazyLizaJane,248,unknown,,False,5.4226074804360426e-09,False,38,nan,0.0,,,1,1.0,,,44.0,5.0
GunnarRene,8398,unknown,,False,3.115910906533869e-07,False,9,0.25,0.0,,,3,,,,5.333333333333333,2.3333333333333335
Wpwatchdog,4359,unknown,,False,0.0004284921136779727,False,38,-0.0125,-0.00718344155844,,,15,0.2,,,17.466666666666665,3.1333333333333333
Sbmeirow,22078,male,,False,0.00025496465598377673,False,20,0.0199808769662,0.0149350649351,,,26,,,0.038461538461538464,26.53846153846154,3.269230769230769
JustJallen,1,unknown,,False,3.2035831616814214e-06,False,21,nan,nan,,,1,,,,,0.0
Hardylane,626,unknown,,False,,,,nan,nan,,,1,,,,2.0,2.0
EuroTom,449,unknown,,False,9.613772050097531e-09,False,9,0.0,nan,,,1,,,,36.0,5.0
LoveWikis,392,unknown,,False,0.00012143644152242803,False,17,nan,nan,,,1,,,,,0.0
Lead holder,290,unknown,,False,5.515677797451958e-06,False,0,nan,0.0,,,1,,,,20.0,3.0
Ncsjfreed,210,unknown,,False,2.232813908995812e-05,False,6,0.0,0.166666666667,,,4,,,,10.75,2.0
Islahaddow,377,female,,False,1.2169828506643963e-05,False,27,nan,-0.0520833333333,,,6,,,,37.333333333333336,4.333333333333333
Dbb9,14,unknown,,False,5.708216785092043e-07,False,19,nan,nan,,,1,,,,,0.0
Uscalldaway,625,unknown,,False,,,,0.0,0.0,,,2,,,,24.5,3.5
AndrewGNF,4865,unknown,,False,5.011762036195987e-05,False,21,0.00625,0.00625,,,9,,,0.1111111111111111,24.77777777777778,3.5555555555555554
Lid,14195,unknown,2007-11-13 00:00:00,True,0.00020161308635113393,False,34,0.0185325091575,0.0341273310023,,,23,,,,34.0,3.0869565217391304
DigitalC,5167,unknown,,False,0.0001478171030004755,False,40,0.00248015873016,-0.0404075091575,,,13,,,,23.23076923076923,2.3846153846153846
RN1970,2789,unknown,,False,5.637856704546424e-07,False,25,nan,0.0,,,1,,,,32.0,5.0
SoxBot,234467,unknown,,False,1.2741839250863958e-05,False,28,0.444444444444,-0.0833333333333,,,3,,,,10.666666666666666,3.3333333333333335
Steve Quinn,14750,male,,False,6.554874930012756e-05,False,29,-0.0152777777778,0.0122023809524,,,23,0.13043478260869565,0.043478260869565216,,22.73913043478261,4.391304347826087
Joana.estafanell,1,unknown,,False,5.087903264903373e-06,False,12,nan,0.0,,,1,,,,9.0,3.0
Slakr,27614,unknown,2007-12-13 00:00:00,True,9.235475569291309e-05,False,12,0.0974431818182,0.0263888888889,,,18,0.2222222222222222,,,19.444444444444443,3.0555555555555554
Oh Phuleez,4,unknown,,False,3.439156932071227e-07,False,30,nan,nan,,,1,,,,,1.0
Danim,11230,unknown,,False,2.9664872778768414e-07,False,0,nan,0.0,,,1,,,,7.0,1.0
AssociateAffiliate,23777,unknown,,False,7.617854284235797e-05,False,33,0.0599321162835,0.0719520675403,,,47,,,,16.72340425531915,2.4680851063829787
Thismightbezach,29856,male,,False,3.00604216052291e-06,False,23,nan,0.0952380952381,,,5,0.4,,,11.4,1.8
Lacrymocéphale,239,unknown,,False,8.757318544131065e-08,False,27,0.0,nan,,,1,,,,44.0,4.0
JiFish,4931,unknown,,False,8.368966624899039e-06,False,9,-0.0708333333333,-0.0854166666667,,,10,,,,9.6,3.4
Cjmarsicano,6113,unknown,,False,9.367161087011752e-06,False,35,1.58603289232e-17,0.0,,,5,,,,15.8,2.2
Glenn6502,133,unknown,,False,1.355156528912272e-09,False,42,nan,0.0,nan,0.0,1,,,,25.0,3.0
Anwar saadat,11289,unknown,,False,0.00012148803455778425,False,6,nan,0.0,,,3,1.0,,,19.666666666666668,3.3333333333333335
