user_id,eigen_central,eigen_central_bin,avg_perplexity,n_utts,admin_status,n_content_words,n_tokens,n_types,n_function_words,divergence_articles,divergence_impersonal pronouns,divergence_quantifiers,divergence_auxiliary verbs,divergence_conjunctions,divergence_prepositions,divergence_personal pronouns,divergence_adverbs
Justin Ormont,0.00029710781186790283,False,1459.8814396194634,1,False,29,35,26,6,-0.0,,,-0.0,,-0.0,,-0.0
Orangemarlin,0.04179870242820045,True,15737.156400842532,200,False,9102,14237,2602,5851,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Vostok Island,0.00020704390636131276,False,772.52423823481365,1,False,122,192,107,77,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Ohmyyes,7.484367027293701e-05,False,535.69117747262294,2,False,59,105,71,53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
LokiiT,0.00010976849517168969,False,56577.782555228398,2,False,22,29,22,9,-0.0,,,-0.0,-0.0,-0.0,,
Madjura,0.0011988115184211666,False,4709.163302731502,1,False,6,8,7,2,,,,,,,-0.0,-0.0
Majestic Lizard,0.0005034063031006455,False,908.984029825731,4,False,134,212,129,99,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
72.197.241.2,0,False,974.45836716344047,1,False,42,59,45,20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,-0.0
Cripipper,0.0010301993453137846,False,69525.8829176086,4,False,106,169,115,77,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Tkgd2007,0.0011829748624241348,False,184882.43805046668,3,False,68,88,67,22,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
JamesAM,0.0028102449408208105,False,1393.1596959606652,6,False,331,532,257,231,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Abyssal,0.006747526251763228,False,47073.920399496048,35,False,756,1219,493,529,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Douglas Michael Massing,0.0012649931872692156,False,1674.969565839918,6,False,188,284,178,106,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
 Sethdoe92,0,False,38055.517584315567,1,False,24,30,20,6,-0.0,,,-0.0,,-0.0,-0.0,-0.0
Givern,0.00032169263917129163,False,314.9390605482082,2,False,182,182,119,0,,,,,,,,
Adunaic layman,0.0007691550104171123,False,48.579560437137559,1,False,1,1,1,0,,,,,,,,
Stevejanechardan,0.001198811518421166,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Krasnoludek,2.6617586042800638e-05,False,575.91719401625039,1,False,23,39,34,18,-0.0,-0.0,,-0.0,-0.0,-0.0,,-0.0
DMCer,0.007893695457106208,False,14535.351020898988,33,False,1488,2237,770,866,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
TrickyApron,1.2361171616147326e-05,False,1071.6742033486664,2,False,54,84,69,35,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
DubhEire,0.0002995748588528889,False,396.59965496469607,12,False,234,423,206,212,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ParalysedBeaver,0.0003310249461286687,False,347.11232213958391,3,False,26,38,36,14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
HappyCat12,0.0015558864894566914,False,3923.7969231927059,3,False,14,20,17,8,-0.0,,,-0.0,-0.0,-0.0,-0.0,
70.90.186.145,0,False,1532.1299901529528,1,False,20,22,20,2,,,,-0.0,,-0.0,,
Raintheone,0.012743802667831297,True,1215.7510969545713,102,False,3796,6241,1466,2905,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Binukalarickan,0.0007241047555273931,False,95.99501126315559,1,False,9,16,15,11,-0.0,-0.0,,-0.0,-0.0,-0.0,,-0.0
Jac16888,0.01550904010203102,True,16319.076108562082,84,True,2339,3952,960,1843,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Vulpesinculta51,0.00013628626565414476,False,5517.5549516817755,5,False,235,413,212,204,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nagaeyari,0.0005016748596836269,False,1195.5773711219922,8,False,321,530,260,252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Rickyrab,0.005710968590734624,False,104895.22367417392,24,False,746,1059,395,359,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Bigweeboy,0.003984425196058077,False,2283.7353858303118,38,False,735,1134,401,476,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Artoftransformation,0.0011988115184211655,False,622.74362431867394,2,False,14,23,19,9,,-0.0,-0.0,-0.0,,-0.0,-0.0,-0.0
Makaristos,0.00028593752537928624,False,119621.39340409577,1,False,5,5,5,0,,,,,,,,
130.120.37.11,0,False,131.63397042652568,1,False,16,26,23,10,-0.0,,,-0.0,-0.0,-0.0,-0.0,-0.0
166.199.165.88,0,False,1197.0073304723521,1,False,101,150,99,53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Karebear 1022,0.00023833045565621976,False,176.37546072744777,2,False,32,59,52,30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Jmorrison230582,3.6062743933402824e-05,False,720.59654298083274,2,False,53,79,56,29,-0.0,,,-0.0,-0.0,-0.0,-0.0,-0.0
200.198.119.210,0,False,787.50663508837033,1,False,34,51,36,20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Finemrespice,4.7393966786528504e-05,False,12570.47273633664,1,False,37,48,40,13,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
MZMcBride,0.04817586016550785,True,2992.308972043822,185,True,6013,8735,1669,3106,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Unpopular Opinion,0.005972829120068852,False,2041.8035615735403,4,False,184,266,136,97,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2BPKP,0.00021471115924882937,False,49.49614560706636,1,False,22,50,43,34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Kasper90,2.6997079544713568e-05,False,670.53701509246457,2,False,125,214,113,102,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Kungming2,0.00020525376684540566,False,2336.2676242691214,4,False,146,209,122,78,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Greier,0.0010355252576389955,False,4281.4261713315173,8,False,219,292,136,83,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
82.149.79.21,0,False,13734.704869002529,2,False,51,70,50,20,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Hjuk,2.1239850570298508e-05,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Since 10.28.2010,0.005557822956225439,False,47436.730639545167,65,False,2692,3687,750,1113,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Senator2029,0.00017261256433023664,False,1966.2440459505196,2,False,43,58,44,20,-0.0,-0.0,,,-0.0,-0.0,-0.0,-0.0
Tetron76,0.0007961483631363536,False,94.934577253548099,1,False,11,19,17,9,-0.0,-0.0,,-0.0,-0.0,,-0.0,-0.0
Slomox,0.0004678450877533446,False,1622.4776794450256,4,False,138,208,111,84,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Aslalio,6.609522752907257e-05,False,55449.948697208078,5,False,39,59,47,23,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Charles Jeffrey Danoff,0.00019215549264312812,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
63.216.119.31,0,False,372.15880797242153,1,False,32,45,39,14,-0.0,-0.0,,-0.0,-0.0,-0.0,,-0.0
Gavin.perch,2.9636925394189116e-05,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Prasi90,0.002295453011555772,False,91.34290997017618,1,False,51,92,65,47,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Garik 11,0.00016916189452523687,False,530.00819146664196,3,False,117,180,108,69,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Lidmann,4.636760459651811e-05,False,59.301598686484603,2,False,0,0,0,0,,,,,,,,
Friarslantern,0.0021193587706556504,False,20621.590969112236,2,False,65,90,59,32,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Mihnea Tudoreanu,9.907087852556794e-05,False,569.05788001794758,5,False,123,190,120,76,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
67.34.212.113,0,False,653.02107841376449,1,False,21,34,24,13,,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Harald wehner,0.00012530652583115233,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Nurmsook,0.005184271909548845,False,885.65425566788895,16,False,1878,2905,781,1173,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Kellen`,0.00016768017799568202,False,1873.3744823735494,1,False,50,80,62,33,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Richard L. Peterson,0.0012485116572579385,False,2132.7025419079819,4,False,146,235,146,102,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Taraborn,0.0007760713692216401,False,1519.6278314851952,7,False,173,264,142,110,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
94.10.127.50,0,False,602.92028438629359,1,False,12,16,14,5,,,,-0.0,,-0.0,-0.0,-0.0
Khalidkhoso,0.0002460025354946097,False,1765.399841692398,28,False,577,849,381,325,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Elizabennet,1.7825811032307786e-06,False,441.55750968850987,1,False,61,93,61,33,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
cabalamat,0,False,946.30965943866101,3,False,138,209,113,78,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
JHB,0.0004957779691686565,False,817.84851485088609,4,False,145,210,128,75,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
JHK,2.903106168591685e-05,False,600.05253525374246,2,False,287,490,242,233,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
JHP,0.00022954008727929978,False,1112.4183526824334,1,False,24,32,28,9,-0.0,,,-0.0,,-0.0,-0.0,-0.0
What!?Why?Who?,0.0004957779691686567,False,1507.2039192359712,1,False,57,85,59,30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
M.K,0.004099969159085588,False,11766.914242195746,39,False,805,1117,480,365,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Semitransgenic,0.003017703140227692,False,16857.722993196021,27,False,1751,2732,882,1111,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Niceguy90,8.701345761397125e-05,False,681.58539522952219,2,False,54,89,58,41,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Clark Bryan,0.00024942594868172,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Bouchecl,0.0014844736951639271,False,1584.707077698147,5,False,196,289,157,116,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Linguogeek,0.0001486521678264369,False,433.43253403322444,1,False,45,76,59,34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Cyclone1,0.0005955558528591,False,51257.607582740064,8,False,298,374,145,82,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Silver86,0.0014182034832209208,False,77.273359189562399,1,False,27,49,40,25,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Onecanadasquarebishopsgate,0.0013918445244735646,False,6879.2265501523116,3,False,16,18,10,3,-0.0,,,,-0.0,-0.0,,
Fentener van Vlissingen,0.0008712565707354547,False,729.34950234530402,5,False,203,318,148,140,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Ye Olde Luke,0.0006847038735402488,False,2843.0926758411642,6,False,179,221,89,54,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Zen-in,3.9634093442904083e-05,False,1046.4253099980492,7,False,634,1016,412,441,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
70.137.130.4,0,False,23314.112011305213,3,False,24,24,6,0,,,,,,,,
Pignoof,3.398817080746134e-06,False,13.031002755165527,1,False,1,1,1,0,,,,,,,,
Tomgreeny,0.0020350512501527648,False,639.89615672630578,1,False,28,40,31,19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
75.203.255.157,0,False,247.51830955718216,1,False,87,141,90,70,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Shahidemran,0.00010671256020193046,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Andre Kritzinger,0.00041803113340595216,False,8301.9537493759308,4,False,215,268,120,70,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
80.47.65.9,0,False,513.72788674568369,1,False,8,12,9,4,,,,-0.0,,,-0.0,-0.0
I,0.0011046187110054684,False,1462.0171022870372,8,False,311,483,187,197,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Comrade jo,0.0014182034832209201,False,2793.4591084504937,1,False,48,62,54,15,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Dgeehot,0.0012503301559297188,False,17.827806741209297,1,False,2,2,2,0,,,,,,,,
Shearonink,0.007522187234098934,False,7347.4555463183096,35,False,1450,2301,737,973,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Snowdog,0.0012587561267282774,False,105.53641813114028,1,False,5,7,7,3,-0.0,,,,-0.0,-0.0,,
Pockets23,1.6992081292134807e-05,False,293.12075072153698,2,False,70,94,36,26,-0.0,-0.0,,-0.0,-0.0,-0.0,,-0.0
Miguel AG,0.0010784009167765045,False,462.70204886012732,2,False,86,152,54,72,-0.0,,,-0.0,-0.0,-0.0,-0.0,-0.0
86.133.11.111,0,False,252.01118168071696,1,False,20,41,36,23,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Vexorg,0.0008046340355595178,False,476.93598472524991,6,False,468,753,355,321,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AlexChampion,1.4620021645647897e-05,False,16807.160676565487,2,False,21,23,18,2,,,,-0.0,,,-0.0,
MayhemMario,0.0008843171131729784,False,156796.86834128134,21,False,665,856,275,226,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
TheLastAmigo,8.066906160234554e-05,False,458.40175364976903,3,False,317,549,225,276,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
128.59.179.253,0,False,527.43595173623396,1,False,9,14,13,6,-0.0,,-0.0,,,-0.0,,-0.0
LauraHale,0.0019622868560451763,False,510.95740972267726,22,False,1693,2822,632,1320,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Imdanumber1,0.0005534232056518729,False,13683.519547189235,12,False,276,438,88,180,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
The_Thing_That_Should_Not_Be,0,False,2121227.2355730436,2,False,100,101,32,1,,,,,-0.0,,,
Deborahjay,3.4470592148738416e-05,False,493.26861793623311,1,False,22,35,30,14,-0.0,-0.0,,-0.0,,-0.0,-0.0,-0.0
Keith H99,0.00014003640184187917,False,333.82005655199748,4,False,105,171,95,72,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Masti,0.0001361779413459894,False,312.42354761721941,1,False,34,45,35,13,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Zeuspitar,0.0001105372252498736,False,485.69717790516091,13,False,521,856,309,387,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Shirishag75,0.00022255026800461938,False,215.715356563439,1,False,58,119,79,67,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
MatthewFP,2.6889612822630037e-05,False,248.91040065663125,1,False,18,30,27,15,-0.0,,,-0.0,-0.0,-0.0,,-0.0
Camden702,5.157164336876347e-05,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Yummifruitbat,0.00260962652222716,False,1014.7514839528142,7,False,165,251,164,100,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Mon4,0.00038169991617008174,False,1522.0540855200863,2,False,56,91,52,40,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel,0.03480303140525238,True,65151.514620788417,91,False,1772,2690,748,1052,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Gotyear,0.0004118876813567531,False,674.77433919118369,1,False,13,19,19,7,-0.0,-0.0,,,-0.0,-0.0,-0.0,-0.0
Jesus1intheend,0.000787292690142138,False,802.45021101908696,2,False,118,187,105,78,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Richi,0.0021614413772407474,False,1057.561093965038,16,False,450,605,211,177,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Maustrauser,0.0008987877299872147,False,182.50435397211186,9,False,260,410,150,176,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Murderbike,0.007116526666106384,False,5775.078355376053,31,False,735,1214,435,546,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Lottamiata,0.00141820348322092,False,311.15967166722987,2,False,90,151,109,72,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
86.143.174.153,0,False,653.27432116237242,2,False,52,74,48,28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
194.66.0.122,0,False,305.01693292053915,2,False,87,142,107,64,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
João Felipe C.S,0.0013556488785195291,False,3008.2594597447787,14,False,605,701,327,107,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Heyboowemissyou,0.00016374820026660377,False,2324.9026934692479,1,False,24,33,25,10,-0.0,,,-0.0,-0.0,-0.0,,-0.0
Dammit,2.6889612822630098e-05,False,1022.590710749147,1,False,23,30,27,7,-0.0,-0.0,,-0.0,,,-0.0,
Mono,0.004502600242255467,False,28494.504069839852,13,False,603,780,292,202,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
199.33.140.2,0,False,1288.995484383453,1,False,58,80,55,25,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
De Administrando Imperio,9.216007160412543e-05,False,1026.6367899987229,2,False,28,38,34,11,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Arcade123,0.002369661915454112,False,1957.5879205342233,3,False,78,126,65,58,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Monz,0,False,797.11802122866709,2,False,144,245,132,116,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ILovePlankton,0.001745506702540692,False,1850.1413005227687,4,False,72,108,75,40,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Hbackman,0.0004918741171811914,False,404.63940905429791,3,False,60,97,73,41,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
194.65.1.231,0,False,579.08264622505556,1,False,57,102,71,50,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Longbow4u,5.705676039963168e-05,False,223.86508910946304,1,False,18,32,26,16,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
174.6.87.98,0,False,1759.8735366205394,1,False,84,108,65,27,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Trampikey,0.011248050717988982,True,50522.496707378254,161,False,4085,5850,1144,2082,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Lightishdark,7.886935065622427e-05,False,13.031002755165527,1,False,1,1,1,0,,,,,,,,
TrackFan,5.011468261553834e-05,False,622.101086937275,4,False,56,89,63,39,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Capasitor,6.685685686035202e-06,False,123.86130544066317,2,False,112,186,73,84,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Sumoeagle179,0.0004798730332040643,False,4109.8969211043368,4,False,82,118,81,37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Brandon,0.0020823544625818706,False,255.21222635561077,2,False,20,33,29,16,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
J-stan,0.005910623406934667,False,80861.735729265158,25,True,1382,1805,410,477,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Jagun,0.0004366167495156198,False,3309.2354130412386,10,False,378,609,263,262,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Big iron,0.00035198521019087526,False,606.0937961134523,6,False,382,528,131,194,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
68.81.231.127,0,False,4830.6937983742491,2,False,34,51,41,20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Laurel Lodged,0.005036785876480147,False,5483.4325362549234,99,False,4380,6722,1667,2741,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
RyRy5,0.0019713173401121617,False,7658.2707323386649,45,False,1212,1739,475,596,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Boxflux,0.000151967694084888,False,761.73509702616366,2,False,83,122,88,43,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Zigger,8.441906640268055e-05,False,347.40830492583603,2,False,33,54,43,23,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Proteins,0.0048649707978088595,False,3461.8609936871799,22,False,1324,2058,679,873,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
TerryE,0.00036719160937816387,False,245.78289291070573,5,False,200,337,199,159,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Smaug123,0.0015261536367564257,False,73.072615758152295,2,False,12,20,10,12,-0.0,,,,-0.0,-0.0,-0.0,-0.0
Jonathan Hall,0.0004957779691686574,False,8187.7705681725784,1,False,10,11,9,1,,-0.0,,,,,,
Miremare,0.0015872801813098265,False,2091.4194006064477,10,False,733,1132,391,460,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Kaarel,0.003550364078540306,False,1490.7685171321409,17,False,532,834,292,364,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
99.25.219.28,0,False,3251.2853545587682,2,False,76,107,66,33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Snottywong,0.006489031610745091,False,11288.502520621607,56,False,3180,5121,1225,2180,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
PL290,0.00021054303453560595,False,1758.2049182957658,5,False,264,419,245,189,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Daddy Kindsoul,0.000947227446649091,False,12347.660112247271,6,False,405,512,195,123,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Sphilbrick,0.03770928679394926,True,43659.43194789486,255,True,13781,19891,2652,6995,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
JJay,0.0007453718279870054,False,1106.3348146092919,4,False,112,171,111,63,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
SOPHIA,0,False,312.40605512801085,20,False,727,1276,502,645,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Oliver Pereira,0.0002800460060054465,False,4062.5287100488536,2,True,102,151,93,56,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Karbuncle,0.0013784335524185697,False,320.21258675742411,2,False,49,89,63,43,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Cuke monster,0.0010954418845845768,False,591.63260693493021,1,False,16,28,26,12,-0.0,-0.0,,-0.0,,-0.0,-0.0,-0.0
Lindosland,0.000208223800378445,False,423.98783710795794,7,False,670,1152,441,577,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Korea history,0,False,276764.29500675725,1,False,2,2,2,0,,,,,,,,
Johnny542,0.0012503162883518726,False,644.14426146875564,3,False,96,181,86,99,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SteveoJ,9.939439033355414e-05,False,472.12737949770718,1,False,31,57,46,28,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Fcb981,7.702699610692376e-05,False,1472.0185230134834,2,False,115,187,124,87,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
76.170.239.56,0,False,890.92754310668079,4,False,932,1491,560,640,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dekkanar,0.0012857903638436024,False,251.73990854193292,4,False,253,439,203,224,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
The Original Wildbear,0.0022978190079522044,False,376.14343918990414,2,False,105,165,105,65,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
86.177.218.90,0,False,711.64507908438384,1,False,13,16,14,3,,,,,,-0.0,-0.0,
Que-Can,0.0019929455641212674,False,614.60251431849417,1,False,67,105,75,42,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Awadewit,0.11722314358386648,True,19276.466541505863,2315,False,66680,108062,8133,48117,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Lupul dac,0.0010703402788854515,False,2165.7270154438461,1,False,1,1,1,0,,,,,,,,
Gsd2000,0.0011141739514096847,False,164.78503762542402,2,False,30,43,35,17,-0.0,-0.0,,,-0.0,-0.0,-0.0,-0.0
KAVEBEAR,0.0002479755142099799,False,693.84118111166879,6,False,272,408,223,159,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Stillstudying,0.001304540482726014,False,407.68949284547853,2,False,120,189,120,83,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Harry,6.150702306149818e-05,False,1448.021257031462,4,False,182,286,99,124,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Organicdev,0.00016338598699349363,False,92.289730176636056,1,False,8,15,15,8,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,
Nigelj,0.0011861457189716279,False,1477.4187323419872,11,False,554,839,378,330,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Pashko 2,2.6617586042799832e-05,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
KirinX,0.002468791047286508,False,1020.1274927691319,3,False,54,86,63,36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Kickstart70,0.00030876599999623845,False,1993.7951417495758,2,False,55,84,58,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
